Linux 5.15.0-160-generic (node0.bottleneck2.davissystems-pg0.utah.cloudlab.us) 	02/17/2026 	_x86_64_	(32 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.77    0.00    0.41    0.34    0.00   98.49

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0           17.39    253.39     0.00   0.00    0.16    14.57   14.02    103.46     0.00   0.00    4.13     7.38    0.00      0.00     0.00   0.00    0.00     0.00    3.55   15.88    0.12   5.93
loop1            2.05     25.62     0.00   0.00    0.06    12.53    1.02      3.72     0.00   0.00    0.28     3.65    0.00      0.00     0.00   0.00    0.00     0.00    0.15    1.47    0.00   0.05
loop10           0.55      5.16     0.00   0.00    0.12     9.40    0.30      1.08     0.00   0.00    0.44     3.60    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.46    0.00   0.02
loop11           0.47      4.24     0.00   0.00    0.21     9.00    0.27      0.99     0.00   0.00    0.45     3.63    0.00      0.00     0.00   0.00    0.00     0.00    0.04    2.77    0.00   0.01
loop12           0.36      3.40     0.00   0.00    0.13     9.44    0.21      0.77     0.00   0.00    0.48     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.03    3.20    0.00   0.01
loop13           0.22      1.84     0.00   0.00    0.03     8.35    0.14      0.50     0.00   0.00    0.47     3.66    0.00      0.00     0.00   0.00    0.00     0.00    0.02    3.64    0.00   0.01
loop14           0.15      1.25     0.00   0.00    0.06     8.33    0.10      0.36     0.00   0.00    0.46     3.71    0.00      0.00     0.00   0.00    0.00     0.00    0.01    4.51    0.00   0.01
loop15           0.07      0.53     0.00   0.00    0.12     7.30    0.05      0.18     0.00   0.00    0.43     3.70    0.00      0.00     0.00   0.00    0.00     0.00    0.00    3.70    0.00   0.00
loop2            1.80     23.09     0.00   0.00    0.07    12.84    0.90      3.30     0.00   0.00    0.30     3.65    0.00      0.00     0.00   0.00    0.00     0.00    0.13    1.62    0.00   0.04
loop3            1.59     17.37     0.00   0.00    0.09    10.96    0.81      2.96     0.00   0.00    0.31     3.64    0.00      0.00     0.00   0.00    0.00     0.00    0.12    1.68    0.00   0.04
loop4            1.34     14.50     0.00   0.00    0.09    10.81    0.68      2.48     0.00   0.00    0.33     3.62    0.00      0.00     0.00   0.00    0.00     0.00    0.10    1.76    0.00   0.03
loop5            1.14     13.20     0.00   0.00    0.13    11.61    0.59      2.12     0.00   0.00    0.35     3.61    0.00      0.00     0.00   0.00    0.00     0.00    0.09    1.82    0.00   0.03
loop6            0.94     10.22     0.00   0.00    0.12    10.85    0.49      1.74     0.00   0.00    0.38     3.58    0.00      0.00     0.00   0.00    0.00     0.00    0.08    1.84    0.00   0.03
loop7            0.79      7.76     0.00   0.00    0.14     9.80    0.41      1.46     0.00   0.00    0.40     3.56    0.00      0.00     0.00   0.00    0.00     0.00    0.07    1.91    0.00   0.02
loop8            0.69      6.92     0.00   0.00    0.15    10.06    0.36      1.26     0.00   0.00    0.40     3.54    0.00      0.00     0.00   0.00    0.00     0.00    0.06    1.90    0.00   0.02
loop9            0.58      5.58     0.00   0.00    0.20     9.64    0.31      1.10     0.00   0.00    0.43     3.56    0.00      0.00     0.00   0.00    0.00     0.00    0.05    2.20    0.00   0.02
sda              0.66     21.26     0.24  26.95    0.27    32.03   77.91  29195.57   123.73  61.36   12.00   374.72    0.71   3536.12     0.00   0.00    0.17  4988.79    0.00    0.00    0.94   6.14
sdb              0.01      0.21     0.00   0.00    0.24    15.26    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00


avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    3.16    0.00    0.00   96.81

